technique,score_threshold_rule,truth_threshold_rule,average_score,tp,fp,tn,fn,accuracy,precision,recall,f1
rule_based,mean_minus_16pct,mean_minus_5pct,0.3497526881720454,10082,4878,32,508,0.6525161290322581,0.6739304812834225,0.9520302171860245,0.789197651663405
rule_based,mean_minus_16pct,mean_minus_10pct,0.3497526881720454,11714,3246,14,526,0.7566451612903226,0.7830213903743316,0.9570261437908497,0.8613235294117647
rule_based,mean_minus_16pct,mean_minus_15pct,0.3497526881720454,12880,2080,0,540,0.8309677419354838,0.8609625668449198,0.9597615499254843,0.9076814658210007
rule_based,mean_minus_16pct,mean_minus_16pct,0.3497526881720454,13065,1895,0,540,0.8429032258064516,0.8733288770053476,0.960308710033076,0.9147558200595134
inference_based,mean,mean,0.10838709677418844,3799,5321,1649,4731,0.3514838709677419,0.41655701754385965,0.445369284876905,0.4304815864022663
inference_based,mean,mean_minus_5pct,0.10838709677418844,5059,4061,849,5531,0.38116129032258067,0.5547149122807018,0.4777148253068933,0.5133434804667683
inference_based,mean,mean_minus_10pct,0.10838709677418844,6239,2881,379,6001,0.42696774193548387,0.6841008771929824,0.5097222222222222,0.5841760299625468
inference_based,mean,mean_minus_15pct,0.10838709677418844,7202,1918,162,6218,0.4750967741935484,0.7896929824561404,0.536661698956781,0.6390417036379769
inference_based,mean,mean_minus_16pct,0.10838709677418844,7373,1747,148,6232,0.4852258064516129,0.8084429824561403,0.5419331128261669,0.648888888888889
inference_based,mean_minus_5pct,mean,0.10838709677418844,3799,5321,1649,4731,0.3514838709677419,0.41655701754385965,0.445369284876905,0.4304815864022663
inference_based,mean_minus_5pct,mean_minus_5pct,0.10838709677418844,5059,4061,849,5531,0.38116129032258067,0.5547149122807018,0.4777148253068933,0.5133434804667683
inference_based,mean_minus_5pct,mean_minus_10pct,0.10838709677418844,6239,2881,379,6001,0.42696774193548387,0.6841008771929824,0.5097222222222222,0.5841760299625468
inference_based,mean_minus_5pct,mean_minus_15pct,0.10838709677418844,7202,1918,162,6218,0.4750967741935484,0.7896929824561404,0.536661698956781,0.6390417036379769
inference_based,mean_minus_5pct,mean_minus_16pct,0.10838709677418844,7373,1747,148,6232,0.4852258064516129,0.8084429824561403,0.5419331128261669,0.648888888888889
inference_based,mean_minus_10pct,mean,0.10838709677418844,3799,5321,1649,4731,0.3514838709677419,0.41655701754385965,0.445369284876905,0.4304815864022663
inference_based,mean_minus_10pct,mean_minus_5pct,0.10838709677418844,5059,4061,849,5531,0.38116129032258067,0.5547149122807018,0.4777148253068933,0.5133434804667683
inference_based,mean_minus_10pct,mean_minus_10pct,0.10838709677418844,6239,2881,379,6001,0.42696774193548387,0.6841008771929824,0.5097222222222222,0.5841760299625468
inference_based,mean_minus_10pct,mean_minus_15pct,0.10838709677418844,7202,1918,162,6218,0.4750967741935484,0.7896929824561404,0.536661698956781,0.6390417036379769
inference_based,mean_minus_10pct,mean_minus_16pct,0.10838709677418844,7373,1747,148,6232,0.4852258064516129,0.8084429824561403,0.5419331128261669,0.648888888888889
