method,ratio_label,clean_ratio,corruption_ratio,composition_name,corruption_category,healthy_accuracy,degraded_accuracy,after_adaptation_accuracy,recovery_ratio
tta,80clean_20corrupt,0.8,0.19999999999999996,C3_C4_C5,fog,0.9897,0.833,0.826,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C3_C4_C5,translate,0.9897,0.909,0.907,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C3_C4_C5,stripe,0.9897,0.978,0.972,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C3_C4_C5,zigzag,0.9897,0.96,0.959,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C3_C4_C5,spatter,0.9897,0.985,0.977,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C3_C5,fog,0.9886,0.826,0.823,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C3_C5,translate,0.9886,0.908,0.896,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C3_C5,stripe,0.9886,0.968,0.961,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C3_C5,zigzag,0.9886,0.957,0.953,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C3_C5,spatter,0.9886,0.979,0.972,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C4,fog,0.9779,0.821,0.912,0.5799872530274064
tta,80clean_20corrupt,0.8,0.19999999999999996,C4,translate,0.9779,0.894,0.916,0.26221692491060816
tta,80clean_20corrupt,0.8,0.19999999999999996,C4,stripe,0.9779,0.96,0.76,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C4,zigzag,0.9779,0.954,0.757,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C4,spatter,0.9779,0.967,0.953,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C4_C5,fog,0.989,0.829,0.823,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C4_C5,translate,0.989,0.908,0.896,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C4_C5,stripe,0.989,0.98,0.96,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C4_C5,zigzag,0.989,0.957,0.943,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C4_C5,spatter,0.989,0.985,0.967,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C5,fog,0.9868,0.823,0.947,0.7570207570207568
tta,80clean_20corrupt,0.8,0.19999999999999996,C5,translate,0.9868,0.896,0.913,0.1872246696035244
tta,80clean_20corrupt,0.8,0.19999999999999996,C5,stripe,0.9868,0.964,0.852,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C5,zigzag,0.9868,0.943,0.776,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C5,spatter,0.9868,0.972,0.942,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C4_C5,fog,0.9906,0.825,0.827,0.012077294685990343
tta,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C4_C5,translate,0.9906,0.915,0.901,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C4_C5,stripe,0.9906,0.984,0.964,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C4_C5,zigzag,0.9906,0.962,0.948,0.0
tta,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C4_C5,spatter,0.9906,0.984,0.984,0.0
