method,ratio_label,clean_ratio,corruption_ratio,composition_name,corruption_category,healthy_accuracy,degraded_accuracy,after_adaptation_accuracy,recovery_ratio
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C3_C4,zigzag,0.9897,0.962,0.972,0.3610108303249093
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C3_C4,spatter,0.9897,0.985,0.985,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C3_C5,fog,0.9906,0.826,0.835,0.054678007290400996
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C3_C5,translate,0.9906,0.911,0.915,0.05025125628140708
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C3_C5,stripe,0.9906,0.971,0.973,0.10204081632653038
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C3_C5,zigzag,0.9906,0.966,0.964,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C3_C5,spatter,0.9906,0.985,0.979,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C4,fog,0.9892,0.819,0.827,0.047003525264394865
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C4,translate,0.9892,0.911,0.938,0.34526854219948766
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C4,stripe,0.9892,0.983,0.97,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C4,zigzag,0.9892,0.967,0.978,0.495495495495496
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C4,spatter,0.9892,0.985,0.979,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C4_C5,fog,0.99,0.823,0.828,0.029940119760479063
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C4_C5,translate,0.99,0.915,0.917,0.026666666666666707
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C4_C5,stripe,0.99,0.982,0.982,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C4_C5,zigzag,0.99,0.961,0.971,0.3448275862068966
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C4_C5,spatter,0.99,0.985,0.985,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C5,fog,0.9897,0.818,0.852,0.1980198019801981
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C5,translate,0.9897,0.908,0.921,0.15911872705018376
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C5,stripe,0.9897,0.968,0.966,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C5,zigzag,0.9897,0.959,0.968,0.29315960912052086
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C5,spatter,0.9897,0.979,0.98,0.09345794392523335
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2,fog,0.9843,0.828,0.952,0.7933461292386437
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2,translate,0.9843,0.901,0.867,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2,stripe,0.9843,0.966,0.964,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2,zigzag,0.9843,0.954,0.962,0.26402640264026433
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2,spatter,0.9843,0.978,0.94,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C3,fog,0.9883,0.833,0.922,0.5730843528654223
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C3,translate,0.9883,0.909,0.925,0.20176544766708737
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C3,stripe,0.9883,0.972,0.905,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C3,zigzag,0.9883,0.957,0.961,0.12779552715654965
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C3,spatter,0.9883,0.981,0.976,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C3_C4,fog,0.9893,0.836,0.882,0.30006523157208115
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C3_C4,translate,0.9893,0.907,0.917,0.12150668286755793
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C3_C4,stripe,0.9893,0.977,0.962,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C3_C4,zigzag,0.9893,0.963,0.963,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C3_C4,spatter,0.9893,0.985,0.981,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C3_C5,fog,0.9889,0.829,0.931,0.6378986866791749
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C3_C5,translate,0.9889,0.907,0.916,0.10989010989011003
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C3_C5,stripe,0.9889,0.969,0.966,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C3_C5,zigzag,0.9889,0.959,0.963,0.13377926421404676
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C3_C5,spatter,0.9889,0.981,0.977,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C4,fog,0.9888,0.828,0.843,0.09328358208955229
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C4,translate,0.9888,0.907,0.915,0.09779951100244509
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C4,stripe,0.9888,0.978,0.969,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C4,zigzag,0.9888,0.962,0.967,0.18656716417910432
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C4,spatter,0.9888,0.98,0.971,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C4_C5,fog,0.9896,0.829,0.832,0.01867995018679951
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C4_C5,translate,0.9896,0.911,0.91,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C4_C5,stripe,0.9896,0.981,0.962,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C4_C5,zigzag,0.9896,0.958,0.964,0.18987341772151872
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C4_C5,spatter,0.9896,0.982,0.983,0.1315789473684203
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C5,fog,0.9882,0.826,0.922,0.5918618988902594
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C5,translate,0.9882,0.904,0.921,0.20190023752969152
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C5,stripe,0.9882,0.966,0.905,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C5,zigzag,0.9882,0.952,0.961,0.24861878453038688
semantic,80clean_20corrupt,0.8,0.19999999999999996,C2_C5,spatter,0.9882,0.978,0.971,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C3,fog,0.9872,0.832,0.953,0.779639175257732
semantic,80clean_20corrupt,0.8,0.19999999999999996,C3,translate,0.9872,0.906,0.883,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C3,stripe,0.9872,0.961,0.959,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C3,zigzag,0.9872,0.953,0.967,0.4093567251461991
semantic,80clean_20corrupt,0.8,0.19999999999999996,C3,spatter,0.9872,0.982,0.958,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C3_C4,fog,0.9871,0.834,0.906,0.47028086218158105
semantic,80clean_20corrupt,0.8,0.19999999999999996,C3_C4,translate,0.9871,0.903,0.923,0.23781212841854968
semantic,80clean_20corrupt,0.8,0.19999999999999996,C3_C4,stripe,0.9871,0.973,0.932,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C3_C4,zigzag,0.9871,0.963,0.966,0.12448132780082993
semantic,80clean_20corrupt,0.8,0.19999999999999996,C3_C4,spatter,0.9871,0.98,0.977,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C3_C4_C5,fog,0.9897,0.833,0.883,0.319081046585833
semantic,80clean_20corrupt,0.8,0.19999999999999996,C3_C4_C5,translate,0.9897,0.909,0.915,0.07434944237918223
semantic,80clean_20corrupt,0.8,0.19999999999999996,C3_C4_C5,stripe,0.9897,0.978,0.975,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C3_C4_C5,zigzag,0.9897,0.96,0.965,0.16835016835016817
semantic,80clean_20corrupt,0.8,0.19999999999999996,C3_C4_C5,spatter,0.9897,0.985,0.98,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C3_C5,fog,0.9886,0.826,0.943,0.7195571955719553
semantic,80clean_20corrupt,0.8,0.19999999999999996,C3_C5,translate,0.9886,0.908,0.936,0.3473945409429283
semantic,80clean_20corrupt,0.8,0.19999999999999996,C3_C5,stripe,0.9886,0.968,0.961,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C3_C5,zigzag,0.9886,0.957,0.961,0.12658227848101247
semantic,80clean_20corrupt,0.8,0.19999999999999996,C3_C5,spatter,0.9886,0.979,0.972,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C4,fog,0.9779,0.821,0.956,0.8604206500956021
semantic,80clean_20corrupt,0.8,0.19999999999999996,C4,translate,0.9779,0.894,0.883,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C4,stripe,0.9779,0.96,0.959,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C4,zigzag,0.9779,0.954,0.973,0.7949790794979076
semantic,80clean_20corrupt,0.8,0.19999999999999996,C4,spatter,0.9779,0.967,0.958,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C4_C5,fog,0.989,0.829,0.837,0.05000000000000004
semantic,80clean_20corrupt,0.8,0.19999999999999996,C4_C5,translate,0.989,0.908,0.921,0.16049382716049404
semantic,80clean_20corrupt,0.8,0.19999999999999996,C4_C5,stripe,0.989,0.98,0.932,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C4_C5,zigzag,0.989,0.957,0.963,0.1875
semantic,80clean_20corrupt,0.8,0.19999999999999996,C4_C5,spatter,0.989,0.985,0.979,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C5,fog,0.9868,0.823,0.953,0.7936507936507934
semantic,80clean_20corrupt,0.8,0.19999999999999996,C5,translate,0.9868,0.896,0.791,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C5,stripe,0.9868,0.964,0.959,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C5,zigzag,0.9868,0.943,0.967,0.5479452054794518
semantic,80clean_20corrupt,0.8,0.19999999999999996,C5,spatter,0.9868,0.972,0.957,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C4_C5,fog,0.9906,0.825,0.829,0.024154589371980686
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C4_C5,translate,0.9906,0.915,0.912,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C4_C5,stripe,0.9906,0.984,0.982,0.0
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C4_C5,zigzag,0.9906,0.962,0.97,0.2797202797202793
semantic,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C4_C5,spatter,0.9906,0.984,0.984,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C1,fog,0.9863,0.816,0.955,0.8162066940692896
context,80clean_20corrupt,0.8,0.19999999999999996,C1,translate,0.9863,0.902,0.852,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C1,stripe,0.9863,0.962,0.971,0.3703703703703709
context,80clean_20corrupt,0.8,0.19999999999999996,C1,zigzag,0.9863,0.956,0.974,0.5940594059405947
context,80clean_20corrupt,0.8,0.19999999999999996,C1,spatter,0.9863,0.982,0.972,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C2,fog,0.9878,0.816,0.912,0.5587892898719444
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C2,translate,0.9878,0.905,0.938,0.39855072463768026
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C2,stripe,0.9878,0.967,0.968,0.048076923076923024
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C2,zigzag,0.9878,0.961,0.963,0.07462686567164173
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C2,spatter,0.9878,0.98,0.978,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C3,fog,0.9896,0.828,0.895,0.41460396039603975
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C3,translate,0.9896,0.915,0.923,0.10723860589812342
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C3,stripe,0.9896,0.975,0.978,0.2054794520547939
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C3,zigzag,0.9896,0.962,0.963,0.03623188405797095
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C3,spatter,0.9896,0.985,0.977,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C4,fog,0.9905,0.824,0.875,0.3063063063063064
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C4,translate,0.9905,0.913,0.916,0.03870967741935487
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C4,stripe,0.9905,0.983,0.978,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C4,zigzag,0.9905,0.963,0.974,0.3999999999999992
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C4,spatter,0.9905,0.984,0.984,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C5,fog,0.9899,0.823,0.915,0.5512282804074299
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C5,translate,0.9899,0.908,0.917,0.10989010989011003
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C5,stripe,0.9899,0.974,0.967,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C5,zigzag,0.9899,0.959,0.963,0.12944983818770223
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C2_C5,spatter,0.9899,0.98,0.981,0.1010101010101009
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C3,fog,0.9887,0.826,0.919,0.5716041794714201
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C3,translate,0.9887,0.912,0.923,0.1434159061277707
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C3,stripe,0.9887,0.971,0.965,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C3,zigzag,0.9887,0.957,0.966,0.2839116719242899
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C3,spatter,0.9887,0.984,0.981,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C3_C4,fog,0.9897,0.826,0.873,0.2871105681124009
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C3_C4,translate,0.9897,0.91,0.923,0.16311166875784205
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C3_C4,stripe,0.9897,0.977,0.976,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C3_C4,zigzag,0.9897,0.962,0.972,0.3610108303249093
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C3_C4,spatter,0.9897,0.985,0.985,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C3_C5,fog,0.9906,0.826,0.892,0.4009720534629406
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C3_C5,translate,0.9906,0.911,0.915,0.05025125628140708
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C3_C5,stripe,0.9906,0.971,0.974,0.15306122448979556
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C3_C5,zigzag,0.9906,0.966,0.965,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C3_C5,spatter,0.9906,0.985,0.979,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C4,fog,0.9892,0.819,0.909,0.5287896592244422
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C4,translate,0.9892,0.911,0.938,0.34526854219948766
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C4,stripe,0.9892,0.983,0.948,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C4,zigzag,0.9892,0.967,0.978,0.495495495495496
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C4,spatter,0.9892,0.985,0.98,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C4_C5,fog,0.99,0.823,0.876,0.31736526946107807
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C4_C5,translate,0.99,0.915,0.914,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C4_C5,stripe,0.99,0.982,0.973,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C4_C5,zigzag,0.99,0.961,0.971,0.3448275862068966
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C4_C5,spatter,0.99,0.985,0.985,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C5,fog,0.9897,0.818,0.941,0.7163657542224807
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C5,translate,0.9897,0.908,0.921,0.15911872705018376
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C5,stripe,0.9897,0.968,0.95,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C5,zigzag,0.9897,0.959,0.968,0.29315960912052086
context,80clean_20corrupt,0.8,0.19999999999999996,C1_C5,spatter,0.9897,0.979,0.98,0.09345794392523335
context,80clean_20corrupt,0.8,0.19999999999999996,C2,fog,0.9843,0.828,0.952,0.7933461292386437
context,80clean_20corrupt,0.8,0.19999999999999996,C2,translate,0.9843,0.901,0.867,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C2,stripe,0.9843,0.966,0.964,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C2,zigzag,0.9843,0.954,0.962,0.26402640264026433
context,80clean_20corrupt,0.8,0.19999999999999996,C2,spatter,0.9843,0.978,0.94,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C3,fog,0.9883,0.833,0.924,0.5859626529298138
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C3,translate,0.9883,0.909,0.923,0.17654476670870145
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C3,stripe,0.9883,0.972,0.905,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C3,zigzag,0.9883,0.957,0.967,0.3194888178913741
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C3,spatter,0.9883,0.981,0.976,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C3_C4,fog,0.9893,0.836,0.885,0.31963470319634735
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C3_C4,translate,0.9893,0.907,0.917,0.12150668286755793
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C3_C4,stripe,0.9893,0.977,0.966,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C3_C4,zigzag,0.9893,0.963,0.963,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C3_C4,spatter,0.9893,0.985,0.981,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C3_C5,fog,0.9889,0.829,0.927,0.6128830519074425
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C3_C5,translate,0.9889,0.907,0.916,0.10989010989011003
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C3_C5,stripe,0.9889,0.969,0.971,0.10050251256281402
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C3_C5,zigzag,0.9889,0.959,0.963,0.13377926421404676
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C3_C5,spatter,0.9889,0.981,0.977,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C4,fog,0.9888,0.828,0.912,0.5223880597014928
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C4,translate,0.9888,0.907,0.915,0.09779951100244509
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C4,stripe,0.9888,0.978,0.94,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C4,zigzag,0.9888,0.962,0.967,0.18656716417910432
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C4,spatter,0.9888,0.98,0.977,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C4_C5,fog,0.9896,0.829,0.915,0.5354919053549193
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C4_C5,translate,0.9896,0.911,0.91,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C4_C5,stripe,0.9896,0.981,0.966,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C4_C5,zigzag,0.9896,0.958,0.964,0.18987341772151872
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C4_C5,spatter,0.9896,0.982,0.984,0.2631578947368406
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C5,fog,0.9882,0.826,0.912,0.5302096177558574
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C5,translate,0.9882,0.904,0.922,0.21377672209026163
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C5,stripe,0.9882,0.966,0.905,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C5,zigzag,0.9882,0.952,0.967,0.4143646408839782
context,80clean_20corrupt,0.8,0.19999999999999996,C2_C5,spatter,0.9882,0.978,0.98,0.19607843137254943
context,80clean_20corrupt,0.8,0.19999999999999996,C3,fog,0.9872,0.832,0.953,0.779639175257732
context,80clean_20corrupt,0.8,0.19999999999999996,C3,translate,0.9872,0.906,0.883,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C3,stripe,0.9872,0.961,0.959,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C3,zigzag,0.9872,0.953,0.967,0.4093567251461991
context,80clean_20corrupt,0.8,0.19999999999999996,C3,spatter,0.9872,0.982,0.958,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C3_C4,fog,0.9871,0.834,0.906,0.47028086218158105
context,80clean_20corrupt,0.8,0.19999999999999996,C3_C4,translate,0.9871,0.903,0.923,0.23781212841854968
context,80clean_20corrupt,0.8,0.19999999999999996,C3_C4,stripe,0.9871,0.973,0.94,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C3_C4,zigzag,0.9871,0.963,0.966,0.12448132780082993
context,80clean_20corrupt,0.8,0.19999999999999996,C3_C4,spatter,0.9871,0.98,0.977,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C3_C4_C5,fog,0.9897,0.833,0.88,0.299936183790683
context,80clean_20corrupt,0.8,0.19999999999999996,C3_C4_C5,translate,0.9897,0.909,0.916,0.08674101610904593
context,80clean_20corrupt,0.8,0.19999999999999996,C3_C4_C5,stripe,0.9897,0.978,0.976,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C3_C4_C5,zigzag,0.9897,0.96,0.965,0.16835016835016817
context,80clean_20corrupt,0.8,0.19999999999999996,C3_C4_C5,spatter,0.9897,0.985,0.98,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C3_C5,fog,0.9886,0.826,0.95,0.7626076260762604
context,80clean_20corrupt,0.8,0.19999999999999996,C3_C5,translate,0.9886,0.908,0.936,0.3473945409429283
context,80clean_20corrupt,0.8,0.19999999999999996,C3_C5,stripe,0.9886,0.968,0.965,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C3_C5,zigzag,0.9886,0.957,0.966,0.28481012658227806
context,80clean_20corrupt,0.8,0.19999999999999996,C3_C5,spatter,0.9886,0.979,0.972,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C4,fog,0.9779,0.821,0.956,0.8604206500956021
context,80clean_20corrupt,0.8,0.19999999999999996,C4,translate,0.9779,0.894,0.883,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C4,stripe,0.9779,0.96,0.959,0.0
context,80clean_20corrupt,0.8,0.19999999999999996,C4,zigzag,0.9779,0.954,0.973,0.7949790794979076
context,80clean_20corrupt,0.8,0.19999999999999996,C4,spatter,0.9779,0.967,0.958,0.0
