adapted_case,adapted_client,corruption,chunk_id,chunk_start,chunk_end,chunk_size,composition_name,performing_clients,performing_size,raw_wdm,raw_ucs,raw_bnuas,raw_bndas,raw_pdam,wasserstein_distance,aligned_wdm,aligned_ucs,aligned_bnuas,aligned_bndas,aligned_pdam,scaled_wdm,scaled_ucs,scaled_bnuas,scaled_bndas,scaled_pdam,ttaas,composition_accuracy_on_chunk,aggregated_accuracy_on_chunk,ground_truth_composable,predicted_at_0_35,correct_at_0_35,predicted_at_0_4,correct_at_0_4,predicted_at_0_5,correct_at_0_5,predicted_at_0_6,correct_at_0_6,rule_score,inference_score,semantic_score,similarity_score,mlaas_score,prediction_distribution_similarity,weight_cosine_similarity
client_0_brightness_tta_memo,client_0,brightness,0,0,500,500,C1_C3_C4,"client_0,client_2,client_3",3,0.02044355869293213,0.4128516698256135,3.998818278312683,0.20463475584983826,0.0,3.0349135398864746,0.9795564413070679,0.4128516698256135,3.998818278312683,0.20463475584983826,0.0,0.6536530998752216,0.6772258156945399,0.694531575938316,0.2248195334478311,0.0,0.45004600499118175,0.20000000298023224,0.31200000643730164,True,True,True,True,True,False,False,False,False,0.7749999999999999,0.6,0.99692,0.8931245617785392,0.7772714400046118,0.9846,0.9795497121821019
client_0_brightness_tta_memo,client_0,brightness,0,0,500,500,C1_C3_C4_C5,"client_0,client_2,client_3,client_4",4,0.021419405937194824,0.8447325411252677,3.9988145232200623,0.20449621975421906,0.0,2.8927154541015625,0.9785805940628052,0.8447325411252677,3.9988145232200623,0.20449621975421906,0.0,0.6371250085810394,0.7443658195511474,0.6935581068343711,0.22459209869606522,0.0,0.45992820673252466,0.23199999332427979,0.3179999887943268,True,True,True,True,True,False,False,False,False,0.7749999999999999,0.6,0.9968800000000002,0.8548115915764554,0.7619436753535886,0.9844,0.9785733444892547
client_0_brightness_tta_memo,client_0,brightness,0,0,500,500,C1_C3_C5,"client_0,client_2,client_4",3,0.02042853832244873,-0.7490803448017687,3.9987788796424866,0.20589679479599,0.0,2.8467297554016113,0.9795714616775513,-0.7490803448017687,3.9987788796424866,0.20589679479599,0.0,0.6539075024531678,0.49659239308326014,0.6843178762921643,0.22689142318280564,0.0,0.41234183900227955,0.25999999046325684,0.3799999952316284,True,True,True,True,True,False,False,False,False,0.7749999999999999,0.6,0.9967600000000001,0.8988950310769861,0.7833987140606062,0.9838,0.9795644695157778
client_0_brightness_tta_memo,client_0,brightness,0,0,500,500,C1_C4,"client_0,client_3",2,0.013088524341583252,-1.5644137784838676,3.9993486404418945,0.21833869814872742,0.0,3.018275022506714,0.9869114756584167,-1.5644137784838676,3.9993486404418945,0.21833869814872742,0.0,0.778226571743546,0.36984102825178655,0.8320224979526245,0.24731729983160972,0.0,0.4454814795559134,0.19200000166893005,0.36000001430511475,True,True,True,True,True,False,False,False,False,0.85,0.8,0.99716,0.9339672752638556,0.8157795317216447,0.9858,0.9869049986030615
client_0_brightness_tta_memo,client_0,brightness,0,0,500,500,C1_C4_C5,"client_0,client_3,client_4",3,0.01777184009552002,-0.8319355136482045,3.999148368835449,0.20791929960250854,0.0,2.808774948120117,0.98222815990448,-0.8319355136482045,3.999148368835449,0.20791929960250854,0.0,0.6989044536603686,0.4837117662123612,0.7801041457422315,0.23021176996001091,0.0,0.4385864271149944,0.24400000274181366,0.3619999885559082,True,True,True,True,True,False,False,False,False,0.7749999999999999,0.6,0.9969800000000002,0.8990276123352804,0.7809878689886812,0.9849,0.9822212893732015
client_0_brightness_tta_memo,client_0,brightness,0,0,500,500,C1_C5,"client_0,client_4",2,0.013941347599029541,-0.7853623125702143,3.999242842197418,0.20750397443771362,0.0,2.588888645172119,0.9860586524009705,-0.7853623125702143,3.999242842197418,0.20750397443771362,0.0,0.7637821587068273,0.4909520148730185,0.8045953922462413,0.2295299305062927,0.0,0.457771899266476,0.30799999833106995,0.5099999904632568,True,True,True,True,True,False,False,False,False,0.85,0.8,0.9968000000000001,0.9357177506878974,0.8210376826150039,0.984,0.986051816186756
client_0_brightness_tta_memo,client_0,brightness,0,0,500,500,C2,client_1,1,0.04984170198440552,-0.19101774413138628,3.998474597930908,0.16403840482234955,0.0,2.4817562103271484,0.9501582980155945,-0.19101774413138628,3.998474597930908,0.16403840482234955,0.0,0.15573173046248773,0.5833485512073393,0.6054359750915524,0.15817249119311091,0.0,0.300537749590898,0.3479999899864197,0.7720000147819519,True,False,False,False,False,False,False,False,False,0.85,0.8,0.9270800000000001,0.9716316863881276,0.8783804328894709,0.9853999999999999,0.9501502751983791
client_0_brightness_tta_memo,client_0,brightness,0,0,500,500,C2_C3,"client_1,client_2",2,0.04202955961227417,0.883365255780518,3.998041808605194,0.17519086599349976,0.0,2.861887216567993,0.9579704403877258,0.883365255780518,3.998041808605194,0.17519086599349976,0.0,0.28804731887949797,0.7503716438034215,0.49323979788927175,0.17648149020670412,0.0,0.341628050155779,0.2619999945163727,0.4339999854564667,True,False,False,False,False,False,False,False,False,0.85,0.8,0.92678,0.9276404075058775,0.8086246215869374,0.9839,0.9579633856585535
client_0_brightness_tta_memo,client_0,brightness,0,0,500,500,C2_C3_C4,"client_1,client_2,client_3",3,0.036626994609832764,0.450724633410573,3.9982826113700867,0.18210221827030182,0.0,2.894425868988037,0.9633730053901672,0.450724633410573,3.9982826113700867,0.18210221827030182,0.0,0.37955148421694485,0.6831135293909195,0.5556654356660538,0.18782785941405938,0.0,0.3612316617375955,0.2240000069141388,0.33399999141693115,True,True,True,False,False,False,False,False,False,0.7749999999999999,0.6,0.9268400000000001,0.8944244640528016,0.7737382727479047,0.9842,0.9633661974515543
client_0_brightness_tta_memo,client_0,brightness,0,0,500,500,C2_C3_C4_C5,"client_1,client_2,client_3,client_4",4,0.03364306688308716,1.0600182516500354,3.9984145760536194,0.18851736187934875,0.0,2.7781014442443848,0.9663569331169128,1.0600182516500354,3.9984145760536194,0.18851736187934875,0.0,0.430090777300829,0.7778340382092424,0.5898759213189734,0.19835960269543818,0.0,0.3992320679048965,0.27000001072883606,0.3479999899864197,True,True,True,False,False,False,False,False,False,0.85,0.6,0.9268400000000001,0.8677429298918996,0.7684753756909481,0.9842,0.9663490219595474
client_0_brightness_tta_memo,client_0,brightness,0,0,500,500,C2_C3_C5,"client_1,client_2,client_4",3,0.03614628314971924,1.547722983872518,3.9982612133026123,0.18573054671287537,0.0,2.7016661167144775,0.9638537168502808,1.547722983872518,3.9982612133026123,0.18573054671287537,0.0,0.38769337624526024,0.853652394099295,0.5501182069626219,0.1937844873598189,0.0,0.3970496929333992,0.30000001192092896,0.41200000047683716,True,True,True,False,False,False,False,False,False,0.7749999999999999,0.6,0.9267400000000001,0.8905949712473988,0.7742904400820884,0.9837,0.9638467850322341
client_0_brightness_tta_memo,client_0,brightness,0,0,500,500,C2_C4,"client_1,client_3",2,0.03978538513183594,0.26366351218894124,3.998491644859314,0.18038208782672882,0.0,2.7825489044189453,0.9602146148681641,0.26366351218894124,3.998491644859314,0.18038208782672882,0.0,0.3260572849995356,0.6540330925509013,0.6098552157856514,0.18500392072363833,0.0,0.3549899028119453,0.23600000143051147,0.4339999854564667,True,True,True,False,False,False,False,False,False,0.7749999999999999,0.6,0.9268200000000001,0.9205101020684303,0.7965775593739839,0.9841,0.9602079329798447
client_0_brightness_tta_memo,client_0,brightness,0,0,500,500,C2_C4_C5,"client_1,client_3,client_4",3,0.03530383110046387,1.1727268658578396,3.9985907673835754,0.18728023767471313,0.0,2.643087148666382,0.9646961688995361,1.1727268658578396,3.9985907673835754,0.18728023767471313,0.0,0.40196213035911144,0.7953556681203167,0.6355517097516881,0.1963286154994496,0.0,0.4058396247461132,0.3019999861717224,0.41200000047683716,True,True,True,True,True,False,False,False,False,0.7749999999999999,0.6,0.9268000000000001,0.8947405117026777,0.7774609031872594,0.984,0.9646885301534154
client_0_brightness_tta_memo,client_0,brightness,0,0,500,500,C2_C5,"client_1,client_4",2,0.03953123092651367,-0.1715977294370532,3.998425543308258,0.18081925809383392,0.0,2.3398044109344482,0.9604687690734863,-0.1715977294370532,3.998425543308258,0.18081925809383392,0.0,0.33036193814383036,0.5863675778605671,0.5927190691781139,0.18572162328869232,0.0,0.33903404169424073,0.38999998569488525,0.593999981880188,True,False,False,False,False,False,False,False,False,0.85,0.8,0.9266200000000001,0.9268413801164288,0.8082838352948883,0.9831,0.9604621972414937
client_0_brightness_tta_memo,client_0,brightness,0,0,500,500,C3,client_2,1,0.0570751428604126,0.6574411305482499,3.9965102076530457,0.17143818736076355,0.0,3.0633111000061035,0.9429248571395874,0.6574411305482499,3.9965102076530457,0.17143818736076355,0.0,0.033217708034679515,0.7152495820326636,0.0961880186040762,0.17032071651463007,0.0,0.20299520503720986,0.20999999344348907,0.5180000066757202,True,False,False,False,False,False,False,False,False,0.85,0.8,0.9265400000000001,0.9714629280793214,0.8867777235485514,0.9827,0.9429191107584919
