adapted_case,adapted_client,corruption,chunk_id,chunk_start,chunk_end,chunk_size,composition_name,performing_clients,performing_size,raw_wdm,raw_ucs,raw_bnuas,raw_bndas,raw_pdam,wasserstein_distance,aligned_wdm,aligned_ucs,aligned_bnuas,aligned_bndas,aligned_pdam,scaled_wdm,scaled_ucs,scaled_bnuas,scaled_bndas,scaled_pdam,ttaas,composition_accuracy_on_chunk,aggregated_accuracy_on_chunk,ground_truth_composable,predicted_at_0_35,correct_at_0_35,predicted_at_0_4,correct_at_0_4,predicted_at_0_5,correct_at_0_5,predicted_at_0_6,correct_at_0_6
client_0_brightness,client_0,brightness,1,500,1000,500,C2_C4_C5,"client_1,client_3,client_4",3,0.03584069,0.156927012,3.870207965,0.176938355,0,3.624770641,0.96415931,0.156927012,3.870207965,0.176938355,0,0.429030072,0.853732283,0.832798511,0.19342081,1,0.661796335,0.294,0.344000012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
client_0_brightness,client_0,brightness,1,500,1000,500,C2_C5,"client_1,client_4",2,0.040069759,0.034208186,3.869992733,0.171958789,0,3.320308208,0.959930241,0.034208186,3.869992733,0.171958789,0,0.360335379,0.790672813,0.832168004,0.184644854,1,0.63356421,0.405999988,0.294,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
client_0_brightness,client_0,brightness,1,500,1000,500,C3,client_2,1,0.057636023,0.44157581,3.878097653,0.156870827,0,3.94209218,0.942363977,0.44157581,3.878097653,0.156870827,0,0.074998548,1,0.855910753,0.158053923,1,0.617792645,0.224000007,0.328000009,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
client_0_brightness,client_0,brightness,1,500,1000,500,C3_C4,"client_2,client_3",2,0.042584658,0.43048054,3.875103831,0.169063494,0,3.933785915,0.957415342,0.43048054,3.875103831,0.169063494,0,0.319484732,0.994298659,0.847140579,0.179542203,1,0.668093235,0.208000004,0.349999994,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
client_0_brightness,client_0,brightness,1,500,1000,500,C3_C4_C5,"client_2,client_3,client_4",3,0.036691546,0.359739289,3.873954296,0.177564815,0,3.795241833,0.963308454,0.359739289,3.873954296,0.177564815,0,0.415209225,0.957948035,0.843773103,0.194524879,1,0.682291048,0.230000004,0.349999994,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
client_0_brightness,client_0,brightness,1,500,1000,500,C3_C5,"client_2,client_4",2,0.041527569,0.352150604,3.875204027,0.17428197,0,3.705349684,0.958472431,0.352150604,3.875204027,0.17428197,0,0.3366555,0.954048565,0.847434094,0.188739213,1,0.665375474,0.275999993,0.321999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
client_0_brightness,client_0,brightness,1,500,1000,500,C4,client_3,1,0.054704547,0.352872586,3.869150698,0.167316929,0,3.894868851,0.945295453,0.352872586,3.869150698,0.167316929,0,0.122615843,0.954419558,0.829701327,0.176464068,1,0.616640159,0.181999996,0.335999995,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
client_0_brightness,client_0,brightness,1,500,1000,500,C4_C5,"client_3,client_4",2,0.040371239,0.255658869,3.870281518,0.175335065,0,3.714197159,0.959628761,0.255658869,3.870281518,0.175335065,0,0.355438298,0.904465971,0.833013977,0.190595181,1,0.656702685,0.252000004,0.335999995,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
client_0_brightness,client_0,brightness,1,500,1000,500,C5,client_4,1,0.052863538,0.184984203,3.869762421,0.154907271,0,3.307721615,0.947136462,0.184984203,3.869762421,0.154907271,0,0.152520187,0.868149563,0.831493322,0.154593364,1,0.601351287,0.407999992,0.275999993,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
client_0_brightness,client_0,brightness,2,1000,1500,500,C1,client_0,1,0.000876248,-0.221337914,3.871441722,0.22273843,0,3.625966072,0.999123752,-0.221337914,3.871441722,0.22273843,0,0.996973452,0.659359612,0.836412707,0.27413858,1,0.75337687,0.263999999,0.148000002,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
