method,corruption_category,original_composition_name,original_composition_clients,failing_client_id,failing_client_name,surviving_clients,recommended_substitute_client_id,recommended_substitute_client_name,recommended_substitute_service,recommended_substitute_checkpoint,new_composition_clients,single_failure_assumption,num_failed_clients,num_substitutions,before_accuracy,after_corruption_accuracy,after_substitution_accuracy,recovery_ratio
MLaaS,stripe,C1_C2,"[""C1"", ""C2""]",client_0,C1,"[""C2""]",client_6,C7,stripe27,client_6.pt,"[""C2"", ""C7""]",true,1,1,0.9878,0.8714,0.9384,0.5756013745704469
MLaaS,zigzag,C1_C2,"[""C1"", ""C2""]",client_0,C1,"[""C2""]",client_3,C4,zigzag14,client_3_round_2.pt,"[""C2"", ""C4""]",true,1,1,0.9878,0.8344,0.9208,0.5632333767926984
MLaaS,spatter,C1_C2,"[""C1"", ""C2""]",client_0,C1,"[""C2""]",client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C2"", ""C17""]",true,1,1,0.9878,0.977,0.9668,0.0
MLaaS,fog,C1_C2_C3,"[""C1"", ""C2"", ""C3""]",client_0,C1,"[""C2"", ""C3""]",client_8,C9,fog36,client_8_round_3.pt,"[""C2"", ""C3"", ""C9""]",true,1,1,0.9896,0.1394,0.4614,0.37873441543166303
MLaaS,translate,C1_C2_C3,"[""C1"", ""C2"", ""C3""]",client_1,C2,"[""C1"", ""C3""]",client_3,C4,translate14,client_3_round_2.pt,"[""C1"", ""C3"", ""C4""]",true,1,1,0.9896,0.5756,0.6388,0.15265700483091793
MLaaS,stripe,C1_C2_C3,"[""C1"", ""C2"", ""C3""]",client_0,C1,"[""C2"", ""C3""]",client_6,C7,stripe27,client_6.pt,"[""C2"", ""C3"", ""C7""]",true,1,1,0.9896,0.8954,0.9398,0.471337579617834
MLaaS,zigzag,C1_C2_C3,"[""C1"", ""C2"", ""C3""]",client_0,C1,"[""C2"", ""C3""]",client_3,C4,zigzag14,client_3_round_2.pt,"[""C2"", ""C3"", ""C4""]",true,1,1,0.9896,0.8468,0.9004,0.3753501400560222
MLaaS,spatter,C1_C2_C3,"[""C1"", ""C2"", ""C3""]",client_2,C3,"[""C1"", ""C2""]",client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C1"", ""C2"", ""C17""]",true,1,1,0.9896,0.9798,0.9772,0.0
MLaaS,fog,C1_C2_C4,"[""C1"", ""C2"", ""C4""]",client_0,C1,"[""C2"", ""C4""]",client_2,C3,fog10,client_2_round_2.pt,"[""C2"", ""C4"", ""C3""]",true,1,1,0.9905,0.1384,0.422,0.3328247858232601
MLaaS,translate,C1_C2_C4,"[""C1"", ""C2"", ""C4""]",client_3,C4,"[""C1"", ""C2""]",client_4,C5,translate19,client_4.pt,"[""C1"", ""C2"", ""C5""]",true,1,1,0.9905,0.5746,0.6282,0.12887713392642455
MLaaS,stripe,C1_C2_C4,"[""C1"", ""C2"", ""C4""]",client_0,C1,"[""C2"", ""C4""]",client_6,C7,stripe27,client_6.pt,"[""C2"", ""C4"", ""C7""]",true,1,1,0.9905,0.917,0.9538,0.5006802721088427
MLaaS,zigzag,C1_C2_C4,"[""C1"", ""C2"", ""C4""]",client_3,C4,"[""C1"", ""C2""]",client_7,C8,zigzag32,client_7_round_3.pt,"[""C1"", ""C2"", ""C8""]",true,1,1,0.9905,0.8554,0.8944,0.2886750555144332
MLaaS,spatter,C1_C2_C4,"[""C1"", ""C2"", ""C4""]",client_0,C1,"[""C2"", ""C4""]",client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C2"", ""C4"", ""C17""]",true,1,1,0.9905,0.9828,0.981,0.0
MLaaS,fog,C1_C2_C5,"[""C1"", ""C2"", ""C5""]",client_0,C1,"[""C2"", ""C5""]",client_2,C3,fog10,client_2_round_2.pt,"[""C2"", ""C5"", ""C3""]",true,1,1,0.9899,0.1296,0.6186,0.5684063698709753
MLaaS,translate,C1_C2_C5,"[""C1"", ""C2"", ""C5""]",client_1,C2,"[""C1"", ""C5""]",client_3,C4,translate14,client_3_round_2.pt,"[""C1"", ""C5"", ""C4""]",true,1,1,0.9899,0.5674,0.6468,0.1879289940828403
MLaaS,stripe,C1_C2_C5,"[""C1"", ""C2"", ""C5""]",client_0,C1,"[""C2"", ""C5""]",client_6,C7,stripe27,client_6.pt,"[""C2"", ""C5"", ""C7""]",true,1,1,0.9899,0.8868,0.9322,0.440349175557711
MLaaS,zigzag,C1_C2_C5,"[""C1"", ""C2"", ""C5""]",client_0,C1,"[""C2"", ""C5""]",client_3,C4,zigzag14,client_3_round_2.pt,"[""C2"", ""C5"", ""C4""]",true,1,1,0.9899,0.8346,0.8964,0.39793947198969715
MLaaS,spatter,C1_C2_C5,"[""C1"", ""C2"", ""C5""]",client_4,C5,"[""C1"", ""C2""]",client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C1"", ""C2"", ""C17""]",true,1,1,0.9899,0.9806,0.9772,0.0
MLaaS,fog,C1_C3,"[""C1"", ""C3""]",client_0,C1,"[""C3""]",client_8,C9,fog36,client_8_round_3.pt,"[""C3"", ""C9""]",true,1,1,0.9887,0.1328,0.5944,0.5393153405771702
MLaaS,translate,C1_C3,"[""C1"", ""C3""]",client_0,C1,"[""C3""]",client_4,C5,translate19,client_4.pt,"[""C3"", ""C5""]",true,1,1,0.9887,0.577,0.6362,0.14379402477532188
MLaaS,stripe,C1_C3,"[""C1"", ""C3""]",client_0,C1,"[""C3""]",client_6,C7,stripe27,client_6.pt,"[""C3"", ""C7""]",true,1,1,0.9887,0.8872,0.948,0.5990147783251226
MLaaS,zigzag,C1_C3,"[""C1"", ""C3""]",client_0,C1,"[""C3""]",client_3,C4,zigzag14,client_3_round_2.pt,"[""C3"", ""C4""]",true,1,1,0.9887,0.8458,0.9164,0.49405178446466047
MLaaS,spatter,C1_C3,"[""C1"", ""C3""]",client_2,C3,"[""C1""]",client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C1"", ""C17""]",true,1,1,0.9887,0.979,0.976,0.0
MLaaS,fog,C1_C3_C4,"[""C1"", ""C3"", ""C4""]",client_0,C1,"[""C3"", ""C4""]",client_8,C9,fog36,client_8_round_3.pt,"[""C3"", ""C4"", ""C9""]",true,1,1,0.9897,0.1466,0.3658,0.25999288340647614
MLaaS,translate,C1_C3_C4,"[""C1"", ""C3"", ""C4""]",client_3,C4,"[""C1"", ""C3""]",client_4,C5,translate19,client_4.pt,"[""C1"", ""C3"", ""C5""]",true,1,1,0.9897,0.5714,0.623,0.12335644274444174
MLaaS,stripe,C1_C3_C4,"[""C1"", ""C3"", ""C4""]",client_0,C1,"[""C3"", ""C4""]",client_6,C7,stripe27,client_6.pt,"[""C3"", ""C4"", ""C7""]",true,1,1,0.9897,0.9096,0.9462,0.4569288389513115
MLaaS,zigzag,C1_C3_C4,"[""C1"", ""C3"", ""C4""]",client_3,C4,"[""C1"", ""C3""]",client_7,C8,zigzag32,client_7_round_3.pt,"[""C1"", ""C3"", ""C8""]",true,1,1,0.9897,0.8598,0.8934,0.25866050808314056
MLaaS,spatter,C1_C3_C4,"[""C1"", ""C3"", ""C4""]",client_2,C3,"[""C1"", ""C4""]",client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C1"", ""C4"", ""C17""]",true,1,1,0.9897,0.9806,0.9838,0.3516483516483496
MLaaS,fog,C1_C3_C5,"[""C1"", ""C3"", ""C5""]",client_0,C1,"[""C3"", ""C5""]",client_8,C9,fog36,client_8_round_3.pt,"[""C3"", ""C5"", ""C9""]",true,1,1,0.9906,0.1366,0.4302,0.3437939110070258
MLaaS,translate,C1_C3_C5,"[""C1"", ""C3"", ""C5""]",client_0,C1,"[""C3"", ""C5""]",client_3,C4,translate14,client_3_round_2.pt,"[""C3"", ""C5"", ""C4""]",true,1,1,0.9906,0.5776,0.6226,0.10895883777239718
MLaaS,stripe,C1_C3_C5,"[""C1"", ""C3"", ""C5""]",client_0,C1,"[""C3"", ""C5""]",client_6,C7,stripe27,client_6.pt,"[""C3"", ""C5"", ""C7""]",true,1,1,0.9906,0.8926,0.9386,0.46938775510204084
MLaaS,zigzag,C1_C3_C5,"[""C1"", ""C3"", ""C5""]",client_0,C1,"[""C3"", ""C5""]",client_3,C4,zigzag14,client_3_round_2.pt,"[""C3"", ""C5"", ""C4""]",true,1,1,0.9906,0.8454,0.8992,0.3705234159779612
MLaaS,spatter,C1_C3_C5,"[""C1"", ""C3"", ""C5""]",client_2,C3,"[""C1"", ""C5""]",client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C1"", ""C5"", ""C17""]",true,1,1,0.9906,0.9802,0.98,0.0
MLaaS,fog,C1_C4,"[""C1"", ""C4""]",client_0,C1,"[""C4""]",client_2,C3,fog10,client_2_round_2.pt,"[""C4"", ""C3""]",true,1,1,0.9892,0.1322,0.5936,0.538389731621937
MLaaS,translate,C1_C4,"[""C1"", ""C4""]",client_3,C4,"[""C1""]",client_4,C5,translate19,client_4.pt,"[""C1"", ""C5""]",true,1,1,0.9892,0.5774,0.694,0.28314715881495855
MLaaS,stripe,C1_C4,"[""C1"", ""C4""]",client_0,C1,"[""C4""]",client_6,C7,stripe27,client_6.pt,"[""C4"", ""C7""]",true,1,1,0.9892,0.9132,0.9572,0.5789473684210534
MLaaS,zigzag,C1_C4,"[""C1"", ""C4""]",client_3,C4,"[""C1""]",client_7,C8,zigzag32,client_7_round_3.pt,"[""C1"", ""C8""]",true,1,1,0.9892,0.8606,0.9232,0.4867807153965787
MLaaS,spatter,C1_C4,"[""C1"", ""C4""]",client_0,C1,"[""C4""]",client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C4"", ""C17""]",true,1,1,0.9892,0.9828,0.9704,0.0
MLaaS,fog,C1_C4_C5,"[""C1"", ""C4"", ""C5""]",client_0,C1,"[""C4"", ""C5""]",client_2,C3,fog10,client_2_round_2.pt,"[""C4"", ""C5"", ""C3""]",true,1,1,0.99,0.1368,0.3942,0.30168776371308015
MLaaS,translate,C1_C4_C5,"[""C1"", ""C4"", ""C5""]",client_3,C4,"[""C1"", ""C5""]",client_2,C3,translate12,client_2_round_3.pt,"[""C1"", ""C5"", ""C3""]",true,1,1,0.99,0.5818,0.6204,0.09456148946594799
MLaaS,stripe,C1_C4_C5,"[""C1"", ""C4"", ""C5""]",client_0,C1,"[""C4"", ""C5""]",client_6,C7,stripe27,client_6.pt,"[""C4"", ""C5"", ""C7""]",true,1,1,0.99,0.9134,0.9504,0.48302872062663227
MLaaS,zigzag,C1_C4_C5,"[""C1"", ""C4"", ""C5""]",client_3,C4,"[""C1"", ""C5""]",client_7,C8,zigzag32,client_7_round_3.pt,"[""C1"", ""C5"", ""C8""]",true,1,1,0.99,0.857,0.8916,0.26015037593984935
MLaaS,spatter,C1_C4_C5,"[""C1"", ""C4"", ""C5""]",client_4,C5,"[""C1"", ""C4""]",client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C1"", ""C4"", ""C17""]",true,1,1,0.99,0.984,0.9838,0.0
MLaaS,fog,C1_C5,"[""C1"", ""C5""]",client_0,C1,"[""C5""]",client_2,C3,fog10,client_2_round_2.pt,"[""C5"", ""C3""]",true,1,1,0.9897,0.1228,0.8048,0.7867112700426807
MLaaS,translate,C1_C5,"[""C1"", ""C5""]",client_0,C1,"[""C5""]",client_2,C3,translate12,client_2_round_3.pt,"[""C5"", ""C3""]",true,1,1,0.9897,0.569,0.6476,0.1868314713572617
MLaaS,stripe,C1_C5,"[""C1"", ""C5""]",client_0,C1,"[""C5""]",client_6,C7,stripe27,client_6.pt,"[""C5"", ""C7""]",true,1,1,0.9897,0.8798,0.9432,0.5768880800727936
MLaaS,zigzag,C1_C5,"[""C1"", ""C5""]",client_0,C1,"[""C5""]",client_3,C4,zigzag14,client_3_round_2.pt,"[""C5"", ""C4""]",true,1,1,0.9897,0.8324,0.9222,0.5708836617927526
MLaaS,spatter,C1_C5,"[""C1"", ""C5""]",client_4,C5,"[""C1""]",client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C1"", ""C17""]",true,1,1,0.9897,0.98,0.976,0.0
MLaaS,fog,C2,"[""C2""]",client_1,C2,[],client_2,C3,fog10,client_2_round_2.pt,"[""C3""]",true,1,1,0.9843,0.168,0.9618,0.9724366041896362
MLaaS,translate,C2,"[""C2""]",client_1,C2,[],client_0,C1,translate3,client_0.pt,"[""C1""]",true,1,1,0.9843,0.5254,0.94,0.9034648071475266
MLaaS,stripe,C2,"[""C2""]",client_1,C2,[],client_6,C7,stripe27,client_6.pt,"[""C7""]",true,1,1,0.9843,0.8768,0.9704,0.8706976744186053
MLaaS,zigzag,C2,"[""C2""]",client_1,C2,[],client_7,C8,zigzag32,client_7_round_3.pt,"[""C8""]",true,1,1,0.9843,0.822,0.9666,0.8909426987061002
MLaaS,spatter,C2,"[""C2""]",client_1,C2,[],client_2,C3,spatter10,client_2_round_2.pt,"[""C3""]",true,1,1,0.9843,0.9658,0.9576,0.0
MLaaS,fog,C2_C3,"[""C2"", ""C3""]",client_2,C3,"[""C2""]",client_4,C5,fog18,client_4_round_2.pt,"[""C2"", ""C5""]",true,1,1,0.9883,0.1784,0.8006,0.7682429929620941
MLaaS,translate,C2_C3,"[""C2"", ""C3""]",client_1,C2,"[""C3""]",client_0,C1,translate3,client_0.pt,"[""C3"", ""C1""]",true,1,1,0.9883,0.563,0.6152,0.12273689160592528
MLaaS,stripe,C2_C3,"[""C2"", ""C3""]",client_2,C3,"[""C2""]",client_6,C7,stripe27,client_6.pt,"[""C2"", ""C7""]",true,1,1,0.9883,0.8898,0.9384,0.49340101522842655
MLaaS,zigzag,C2_C3,"[""C2"", ""C3""]",client_2,C3,"[""C2""]",client_7,C8,zigzag32,client_7_round_3.pt,"[""C2"", ""C8""]",true,1,1,0.9883,0.8446,0.919,0.5177453027139879
MLaaS,spatter,C2_C3,"[""C2"", ""C3""]",client_2,C3,"[""C2""]",client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C2"", ""C17""]",true,1,1,0.9883,0.9788,0.9668,0.0
MLaaS,fog,C2_C3_C4,"[""C2"", ""C3"", ""C4""]",client_2,C3,"[""C2"", ""C4""]",client_4,C5,fog18,client_4_round_2.pt,"[""C2"", ""C4"", ""C5""]",true,1,1,0.9893,0.1814,0.4324,0.31068201510087884
MLaaS,translate,C2_C3_C4,"[""C2"", ""C3"", ""C4""]",client_3,C4,"[""C2"", ""C3""]",client_4,C5,translate19,client_4.pt,"[""C2"", ""C3"", ""C5""]",true,1,1,0.9893,0.5588,0.6056,0.10871080139372838
MLaaS,stripe,C2_C3_C4,"[""C2"", ""C3"", ""C4""]",client_2,C3,"[""C2"", ""C4""]",client_6,C7,stripe27,client_6.pt,"[""C2"", ""C4"", ""C7""]",true,1,1,0.9893,0.911,0.9538,0.5466155810983396
MLaaS,zigzag,C2_C3_C4,"[""C2"", ""C3"", ""C4""]",client_3,C4,"[""C2"", ""C3""]",client_7,C8,zigzag32,client_7_round_3.pt,"[""C2"", ""C3"", ""C8""]",true,1,1,0.9893,0.8628,0.8908,0.22134387351778687
MLaaS,spatter,C2_C3_C4,"[""C2"", ""C3"", ""C4""]",client_2,C3,"[""C2"", ""C4""]",client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C2"", ""C4"", ""C17""]",true,1,1,0.9893,0.9806,0.981,0.04597701149424818
MLaaS,fog,C2_C3_C5,"[""C2"", ""C3"", ""C5""]",client_2,C3,"[""C2"", ""C5""]",client_8,C9,fog36,client_8_round_3.pt,"[""C2"", ""C5"", ""C9""]",true,1,1,0.9889,0.165,0.6422,0.5791965044301493
MLaaS,translate,C2_C3_C5,"[""C2"", ""C3"", ""C5""]",client_1,C2,"[""C3"", ""C5""]",client_0,C1,translate3,client_0.pt,"[""C3"", ""C5"", ""C1""]",true,1,1,0.9889,0.5612,0.5966,0.08276829553425295
MLaaS,stripe,C2_C3_C5,"[""C2"", ""C3"", ""C5""]",client_4,C5,"[""C2"", ""C3""]",client_6,C7,stripe27,client_6.pt,"[""C2"", ""C3"", ""C7""]",true,1,1,0.9889,0.8928,0.9398,0.48907388137356866
MLaaS,zigzag,C2_C3_C5,"[""C2"", ""C3"", ""C5""]",client_4,C5,"[""C2"", ""C3""]",client_7,C8,zigzag32,client_7_round_3.pt,"[""C2"", ""C3"", ""C8""]",true,1,1,0.9889,0.8472,0.8908,0.30769230769230815
MLaaS,spatter,C2_C3_C5,"[""C2"", ""C3"", ""C5""]",client_2,C3,"[""C2"", ""C5""]",client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C2"", ""C5"", ""C17""]",true,1,1,0.9889,0.9808,0.9772,0.0
MLaaS,fog,C2_C4,"[""C2"", ""C4""]",client_3,C4,"[""C2""]",client_2,C3,fog10,client_2_round_2.pt,"[""C2"", ""C3""]",true,1,1,0.9888,0.1692,0.7588,0.7193753050268424
MLaaS,translate,C2_C4,"[""C2"", ""C4""]",client_3,C4,"[""C2""]",client_4,C5,translate19,client_4.pt,"[""C2"", ""C5""]",true,1,1,0.9888,0.5494,0.6666,0.26672735548475185
MLaaS,stripe,C2_C4,"[""C2"", ""C4""]",client_1,C2,"[""C4""]",client_6,C7,stripe27,client_6.pt,"[""C4"", ""C7""]",true,1,1,0.9888,0.9202,0.9572,0.5393586005830909
MLaaS,zigzag,C2_C4,"[""C2"", ""C4""]",client_3,C4,"[""C2""]",client_7,C8,zigzag32,client_7_round_3.pt,"[""C2"", ""C8""]",true,1,1,0.9888,0.8608,0.919,0.45468750000000024
MLaaS,spatter,C2_C4,"[""C2"", ""C4""]",client_1,C2,"[""C4""]",client_2,C3,spatter10,client_2_round_2.pt,"[""C4"", ""C3""]",true,1,1,0.9888,0.979,0.981,0.20408163265306076
MLaaS,fog,C2_C4_C5,"[""C2"", ""C4"", ""C5""]",client_3,C4,"[""C2"", ""C5""]",client_2,C3,fog10,client_2_round_2.pt,"[""C2"", ""C5"", ""C3""]",true,1,1,0.9896,0.162,0.6186,0.5517158047365878
MLaaS,translate,C2_C4_C5,"[""C2"", ""C4"", ""C5""]",client_3,C4,"[""C2"", ""C5""]",client_0,C1,translate3,client_0.pt,"[""C2"", ""C5"", ""C1""]",true,1,1,0.9896,0.565,0.5974,0.07630711257654284
MLaaS,stripe,C2_C4_C5,"[""C2"", ""C4"", ""C5""]",client_4,C5,"[""C2"", ""C4""]",client_6,C7,stripe27,client_6.pt,"[""C2"", ""C4"", ""C7""]",true,1,1,0.9896,0.9168,0.9538,0.5082417582417581
MLaaS,zigzag,C2_C4_C5,"[""C2"", ""C4"", ""C5""]",client_3,C4,"[""C2"", ""C5""]",client_7,C8,zigzag32,client_7_round_3.pt,"[""C2"", ""C5"", ""C8""]",true,1,1,0.9896,0.856,0.8852,0.21856287425149695
MLaaS,spatter,C2_C4_C5,"[""C2"", ""C4"", ""C5""]",client_4,C5,"[""C2"", ""C4""]",client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C2"", ""C4"", ""C17""]",true,1,1,0.9896,0.9826,0.981,0.0
MLaaS,fog,C2_C5,"[""C2"", ""C5""]",client_4,C5,"[""C2""]",client_2,C3,fog12,client_2_round_3.pt,"[""C2"", ""C3""]",true,1,1,0.9882,0.1544,0.7688,0.7368673542816024
MLaaS,translate,C2_C5,"[""C2"", ""C5""]",client_1,C2,"[""C5""]",client_0,C1,translate3,client_0.pt,"[""C5"", ""C1""]",true,1,1,0.9882,0.546,0.6446,0.22297602894617805
MLaaS,stripe,C2_C5,"[""C2"", ""C5""]",client_4,C5,"[""C2""]",client_6,C7,stripe27,client_6.pt,"[""C2"", ""C7""]",true,1,1,0.9882,0.8842,0.9384,0.5211538461538465
MLaaS,zigzag,C2_C5,"[""C2"", ""C5""]",client_4,C5,"[""C2""]",client_7,C8,zigzag32,client_7_round_3.pt,"[""C2"", ""C8""]",true,1,1,0.9882,0.8292,0.919,0.5647798742138367
MLaaS,spatter,C2_C5,"[""C2"", ""C5""]",client_4,C5,"[""C2""]",client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C2"", ""C17""]",true,1,1,0.9882,0.977,0.9668,0.0
MLaaS,fog,C3,"[""C3""]",client_2,C3,[],client_4,C5,fog18,client_4_round_2.pt,"[""C5""]",true,1,1,0.9872,0.1724,0.959,0.9653902798232695
MLaaS,translate,C3,"[""C3""]",client_2,C3,[],client_4,C5,translate19,client_4.pt,"[""C5""]",true,1,1,0.9872,0.5478,0.9504,0.9162494310423306
MLaaS,stripe,C3,"[""C3""]",client_2,C3,[],client_6,C7,stripe27,client_6.pt,"[""C7""]",true,1,1,0.9872,0.8506,0.9704,0.8770131771595905
MLaaS,zigzag,C3,"[""C3""]",client_2,C3,[],client_7,C8,zigzag32,client_7_round_3.pt,"[""C8""]",true,1,1,0.9872,0.8302,0.9666,0.8687898089171977
MLaaS,spatter,C3,"[""C3""]",client_2,C3,[],client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C17""]",true,1,1,0.9872,0.9736,0.9622,0.0
MLaaS,fog,C3_C4,"[""C3"", ""C4""]",client_2,C3,"[""C4""]",client_4,C5,fog18,client_4_round_2.pt,"[""C4"", ""C5""]",true,1,1,0.9871,0.1816,0.5958,0.5142147734326505
MLaaS,translate,C3_C4,"[""C3"", ""C4""]",client_3,C4,"[""C3""]",client_4,C5,translate19,client_4.pt,"[""C3"", ""C5""]",true,1,1,0.9871,0.5544,0.6362,0.18904552807950079
MLaaS,stripe,C3_C4,"[""C3"", ""C4""]",client_2,C3,"[""C4""]",client_6,C7,stripe27,client_6.pt,"[""C4"", ""C7""]",true,1,1,0.9871,0.8964,0.9572,0.6703417861080493
MLaaS,zigzag,C3_C4,"[""C3"", ""C4""]",client_3,C4,"[""C3""]",client_7,C8,zigzag32,client_7_round_3.pt,"[""C3"", ""C8""]",true,1,1,0.9871,0.8554,0.9002,0.3401670463173878
MLaaS,spatter,C3_C4,"[""C3"", ""C4""]",client_2,C3,"[""C4""]",client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C4"", ""C17""]",true,1,1,0.9871,0.977,0.9704,0.0
MLaaS,fog,C3_C4_C5,"[""C3"", ""C4"", ""C5""]",client_2,C3,"[""C4"", ""C5""]",client_8,C9,fog36,client_8_round_3.pt,"[""C4"", ""C5"", ""C9""]",true,1,1,0.9897,0.1736,0.4024,0.2803577992893027
MLaaS,translate,C3_C4_C5,"[""C3"", ""C4"", ""C5""]",client_3,C4,"[""C3"", ""C5""]",client_0,C1,translate3,client_0.pt,"[""C3"", ""C5"", ""C1""]",true,1,1,0.9897,0.5652,0.5966,0.07396937573616015
MLaaS,stripe,C3_C4_C5,"[""C3"", ""C4"", ""C5""]",client_4,C5,"[""C3"", ""C4""]",client_6,C7,stripe27,client_6.pt,"[""C3"", ""C4"", ""C7""]",true,1,1,0.9897,0.9044,0.9462,0.4900351699882771
MLaaS,zigzag,C3_C4_C5,"[""C3"", ""C4"", ""C5""]",client_3,C4,"[""C3"", ""C5""]",client_7,C8,zigzag32,client_7_round_3.pt,"[""C3"", ""C5"", ""C8""]",true,1,1,0.9897,0.8562,0.89,0.2531835205992512
MLaaS,spatter,C3_C4_C5,"[""C3"", ""C4"", ""C5""]",client_2,C3,"[""C4"", ""C5""]",client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C4"", ""C5"", ""C17""]",true,1,1,0.9897,0.9796,0.9816,0.19801980198019825
MLaaS,fog,C3_C5,"[""C3"", ""C5""]",client_2,C3,"[""C5""]",client_8,C9,fog36,client_8_round_3.pt,"[""C5"", ""C9""]",true,1,1,0.9886,0.1656,0.8366,0.8153098420413123
MLaaS,translate,C3_C5,"[""C3"", ""C5""]",client_2,C3,"[""C5""]",client_0,C1,translate3,client_0.pt,"[""C5"", ""C1""]",true,1,1,0.9886,0.5646,0.6446,0.18867924528301874
MLaaS,stripe,C3_C5,"[""C3"", ""C5""]",client_4,C5,"[""C3""]",client_6,C7,stripe27,client_6.pt,"[""C3"", ""C7""]",true,1,1,0.9886,0.887,0.948,0.6003937007874008
MLaaS,zigzag,C3_C5,"[""C3"", ""C5""]",client_4,C5,"[""C3""]",client_7,C8,zigzag32,client_7_round_3.pt,"[""C3"", ""C8""]",true,1,1,0.9886,0.8424,0.9002,0.3953488372093021
MLaaS,spatter,C3_C5,"[""C3"", ""C5""]",client_2,C3,"[""C5""]",client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C5"", ""C17""]",true,1,1,0.9886,0.9796,0.9746,0.0
MLaaS,fog,C4,"[""C4""]",client_3,C4,[],client_2,C3,fog10,client_2_round_2.pt,"[""C3""]",true,1,1,0.9779,0.1642,0.9618,0.9802138380238417
MLaaS,translate,C4,"[""C4""]",client_3,C4,[],client_4,C5,translate19,client_4.pt,"[""C5""]",true,1,1,0.9779,0.5364,0.9504,0.9377123442808608
MLaaS,stripe,C4,"[""C4""]",client_3,C4,[],client_6,C7,stripe27,client_6.pt,"[""C7""]",true,1,1,0.9779,0.8862,0.9704,0.918211559432934
MLaaS,zigzag,C4,"[""C4""]",client_3,C4,[],client_7,C8,zigzag32,client_7_round_3.pt,"[""C8""]",true,1,1,0.9779,0.8464,0.9666,0.9140684410646389
MLaaS,spatter,C4,"[""C4""]",client_3,C4,[],client_2,C3,spatter10,client_2_round_2.pt,"[""C3""]",true,1,1,0.9779,0.96,0.9576,0.0
MLaaS,fog,C4_C5,"[""C4"", ""C5""]",client_3,C4,"[""C5""]",client_2,C3,fog10,client_2_round_2.pt,"[""C5"", ""C3""]",true,1,1,0.989,0.1586,0.8048,0.778179190751445
MLaaS,translate,C4_C5,"[""C4"", ""C5""]",client_3,C4,"[""C5""]",client_0,C1,translate3,client_0.pt,"[""C5"", ""C1""]",true,1,1,0.989,0.5654,0.6446,0.18696883852691204
MLaaS,stripe,C4_C5,"[""C4"", ""C5""]",client_4,C5,"[""C4""]",client_6,C7,stripe27,client_6.pt,"[""C4"", ""C7""]",true,1,1,0.989,0.9134,0.9572,0.5793650793650802
MLaaS,zigzag,C4_C5,"[""C4"", ""C5""]",client_3,C4,"[""C5""]",client_7,C8,zigzag32,client_7_round_3.pt,"[""C5"", ""C8""]",true,1,1,0.989,0.858,0.911,0.40458015267175607
MLaaS,spatter,C4_C5,"[""C4"", ""C5""]",client_4,C5,"[""C4""]",client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C4"", ""C17""]",true,1,1,0.989,0.9808,0.9704,0.0
MLaaS,fog,C5,"[""C5""]",client_4,C5,[],client_2,C3,fog12,client_2_round_3.pt,"[""C3""]",true,1,1,0.9868,0.141,0.97,0.9801371482620004
MLaaS,translate,C5,"[""C5""]",client_4,C5,[],client_0,C1,translate3,client_0.pt,"[""C1""]",true,1,1,0.9868,0.5416,0.94,0.8948787061994607
MLaaS,stripe,C5,"[""C5""]",client_4,C5,[],client_6,C7,stripe27,client_6.pt,"[""C7""]",true,1,1,0.9868,0.868,0.9704,0.8619528619528622
MLaaS,zigzag,C5,"[""C5""]",client_4,C5,[],client_7,C8,zigzag32,client_7_round_3.pt,"[""C8""]",true,1,1,0.9868,0.8122,0.9666,0.8843069873997709
MLaaS,spatter,C5,"[""C5""]",client_4,C5,[],client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C17""]",true,1,1,0.9868,0.9752,0.9622,0.0
MLaaS,fog,C1_C2_C4_C5,"[""C1"", ""C2"", ""C4"", ""C5""]",client_0,C1,"[""C2"", ""C4"", ""C5""]",client_2,C3,fog10,client_2_round_2.pt,"[""C2"", ""C4"", ""C5"", ""C3""]",true,1,1,0.9906,0.1416,0.3262,0.21743227326266196
