technique,score_threshold_rule,truth_threshold_rule,average_score,tp,fp,tn,fn,accuracy,precision,recall,f1
inference_based,mean_minus_15pct,mean_minus_5pct,0.10838709677419205,5078,4062,848,5512,0.3823225806451613,0.5555798687089716,0.479508970727101,0.514749113025849
inference_based,mean_minus_15pct,mean_minus_10pct,0.10838709677419205,6281,2859,401,5959,0.43109677419354836,0.687199124726477,0.5131535947712418,0.5875584658559402
inference_based,mean_minus_15pct,mean_minus_15pct,0.10838709677419205,7266,1874,206,6154,0.4820645161290323,0.7949671772428885,0.5414307004470938,0.6441489361702127
inference_based,mean_minus_15pct,mean_minus_16pct,0.10838709677419205,7430,1710,185,6175,0.49129032258064514,0.812910284463895,0.5461227489893421,0.6533304022862166
inference_based,mean_minus_16pct,mean,0.10838709677419205,3839,5301,1669,4691,0.35535483870967743,0.4200218818380744,0.45005861664712776,0.4345217883418222
inference_based,mean_minus_16pct,mean_minus_5pct,0.10838709677419205,5078,4062,848,5512,0.3823225806451613,0.5555798687089716,0.479508970727101,0.514749113025849
inference_based,mean_minus_16pct,mean_minus_10pct,0.10838709677419205,6281,2859,401,5959,0.43109677419354836,0.687199124726477,0.5131535947712418,0.5875584658559402
inference_based,mean_minus_16pct,mean_minus_15pct,0.10838709677419205,7266,1874,206,6154,0.4820645161290323,0.7949671772428885,0.5414307004470938,0.6441489361702127
inference_based,mean_minus_16pct,mean_minus_16pct,0.10838709677419205,7430,1710,185,6175,0.49129032258064514,0.812910284463895,0.5461227489893421,0.6533304022862166
semantic_based,mean,mean,0.8850516645161489,5254,2746,4224,3276,0.6114838709677419,0.65675,0.6159437280187573,0.6356926799758016
semantic_based,mean,mean_minus_5pct,0.8850516645161489,6302,1698,3212,4288,0.6138064516129033,0.78775,0.5950897072710104,0.6779989241527703
semantic_based,mean,mean_minus_10pct,0.8850516645161489,7042,958,2302,5198,0.6028387096774194,0.88025,0.5753267973856209,0.6958498023715415
semantic_based,mean,mean_minus_15pct,0.8850516645161489,7476,524,1556,5944,0.5827096774193549,0.9345,0.5570789865871834,0.6980392156862746
